domain_full,label
yl3q8d75uzz.org,1
0oy6y7t2yk0ze4qp.biz,1
cinric.com,0
j8phzxk7u7a9gs.org,1
travel2.ru,0
3po9gmkixmevz.net,1
xn--c1aenmdblfega.xn--p1ai,0
6alp4k7g1h.info,1
umoncton.ca,0
havenclick.com,0
canvasondemand.com,0
berrypvp.com,0
1smm45ox89gch46d.com,1
qianqian.com,0
wds1lj1wnyjjk00ib.biz,1
srlam5xwhl5.org,1
g08o31f0kx7yw4orme.info,1
truxcargo.com,0
deleuzecinema.com,0
d7ig0j9c6fm8omykyjb.net,1
lidl.at,0
8rqtr7tnqacx.com,1
5qdc43q6z47.info,1
limista.com,0
m27n0m5bai1ulcr0b05i.info,1
generalpants.com,0
akfad5k1in.info,1
ziyxkh3h6usxnnhe.org,1
rudos.mx,0
montecryptoscasinofr.com,0
c3qr6ms57vju6d1y.org,1
dfeebge.cn,0
hjvlktk5tumbxbva8w6.org,1
lzgv6n19ukz082x6.org,1
vugv.cn,0
masterreplicas.com,0
sfvixyir48mg.biz,1
joinclyde.com,0
surfrider.eu,0
8kq3y0wkegbp4vi.info,1
obiono.com,0
c4qc4qsaclu7udvudn5h.info,1
baltictimes.com,0
ikessandwich.com,0
ej5gk6lu27474.info,1
ajcgpt8463.org,1
temporarystatus.com,0
bitwarden.net,0
hangar33.com.br,0
educationnorthwest.org,0
messner-mountain-museum.it,0
3psystem.net,0
pb678wsvz9incjq0hm.net,1
mysda.it,0
43n5pot07c.info,1
60v29xifx6b9s8.org,1
avatarexch.com,0
gponasia.com,0
gogoanime.com.by,0
a1782.cn,0
rsr1l8hwotzf1g9.biz,1
grammarphobia.com,0
lkqp39junqquhji0g4.org,1
heweso.com,0
1mjqgghq3g.biz,1
e2tbxrrfgopim5.biz,1
sh-cxjc.com,0
chaibet.com,0
gvfdfp8h3p.org,1
rpva3jbv0sg6704iaq.org,1
freeuse.com,0
zanycoupons.com,0
b63n010qvn4.biz,1
m2m3n8fc242laubou0rs.biz,1
o08tnhxta9t2io4a5.biz,1
rey-botick.ir,0
callthecomputerguy.com,0
buckingham.ac.uk,0
2s8o9gqdlgy8ag1.com,1
8cu45hffjd3mwq.com,1
v43melpsgn50p.org,1
977le2ll569yft5.com,1
sunpanoramas.com,0
taya777.com,0
4sbxebh6hxagesd5.com,1
twoweeks.com,0
newmostbet.com,0
ins3gxlj7rk1p37.biz,1
x8g3y6osge3i9a8.info,1
automotivekia.com,0
xaodug8b8h00in3.net,1
vfqkykjhc1jgkzy.info,1
furnimeble.pl,0
tppztgaaj1thj.biz,1
ofyroe77zlwevdcd8vg.info,1
solved.ac,0
aqmhost.net,0
zaimanhua.com,0
9p7f5et5z9o3k8l.com,1
euler.finance,0
tenmax.io,0
pisasportingclub.com,0
acjrqjpyegsor97pr.info,1
rtps-bihar.org,0
t4y41dx4qyd.net,1
eh35gwv4oqkwlr15lh.com,1
palegis.us,0
katanzo.com,0
ndan.cn,0
sc9shgl1flhsnauo6wfc.net,1
ej89avkj2ko80v.com,1
ptpzqefrbkya.com,1
yidaba.com,0
xcmsolutions.com,0
98dbn2maldxcht8zf5.com,1
q51xao90m1dnm4.net,1
7njrna9rd2.net,1
svrgcqgtpe.com,0
morningtonpeninsulawineries.com.au,0
cnfyqszhd8qbp5mix5.biz,1
1szmtw2sxwgarrijb.info,1
upd1e76cxeuhd8fsh.org,1
apteekkiplus.fi,0
0ystfayiobe6m3pc.info,1
3abl0lskxm.com,1
qx4ezzepwzsphen.biz,1
forbesthailand.com,0
wgn0kqyqb1ba7vepogdy.info,1
audiense.com,0
as-cdn9.top,0
2426bpv3ixm2jt4g7h3.org,1
zrxg9x1jsjv9exqycf.net,1
vp3drpwz1xgscaa28ohi.org,1
heinemann.com.au,0
i71uf81lgaiqm.org,1
cs316rwtqh.com,1
simple-education.xyz,0
kiltedcompetitions.co.uk,0
matchpoint.com.es,0
1nq749hwmumt.org,1
kabirnew.com,0
otwfgyytdvdkdgzj.com,1
i6pxboi4msnfk.com,1
tara.ru,0
3x28id5d658.biz,1
endoria.net,0
r2de45xezw3gwnoe3e.net,1
wggolf.com,0
y212qztanjf8v0.biz,1
eacxhp0tnsri.biz,1
1082atalir.org,1
trwje7b1xmg58xkok.biz,1
pgmed.cn,0
howchoo.com,0
petalandpup.com.au,0
it-techworks.com,0
lujiwk.com,0
ursal.zone,0
egibest.onl,0
8kuc03u1ubacq.biz,1
iptvwin.com,0
wdcmkay6oickduxd.com,1
elsiglodetorreon.com.mx,0
subs.ro,0
notanoption.xyz,0
awa3ge52ie.info,1
y9094et57w8o88g8zf4b.net,1
1y5m4ho1b70p0pcm3.info,1
openstats.co,0
atvuzhnvur7om3pd6o13.biz,1
employalert.com,0
cy40dd3y184p1g.com,1
zg2apjxkwxjcy9.biz,1
xxduexs.cn,0
connect.aig,0
67w26pyvd5xr3krj2p9.com,1
rnwbrm.com,0
comw.org,0
zunenewssite.com,0
zalando-lounge.ro,0
6k5uk8ufhn323.org,1
scpakra4cy9gpcghmf.info,1
carpetmax.bg,0
dbz0fuajmc.com,1
evacrm.ru,0
ukj6503vvorq6i.com,1
sosdns.ru,0
aistock.chat,0
q6ionubvj3l92pgy3.biz,1
f5ouh29cmhjbpdwfjdl.net,1
names.rent,0
2iw3657ioa9.biz,1
cujnwe3ckrp.org,1
antsysht.com,0
r8yl9aqe6k.org,1
jg350z3j741xf4qm99g.info,1
scppfussball.de,0
629xjcs700.org,1
helloporn.com,0
racingdudes.com,0
m6ro66i2rwc08y57.info,1
liqrvxcccjwo0b.biz,1
vimcar.de,0
a4h23brvbwsj69sjjc.org,1
flo9kncyr7ytsk.org,1
onlineaptek.az,0
emeq1cvcbdlg.biz,1
zz9fxliz0q.net,1
fallout-wiki.com,0
mex.mk,0
chubbgateway.com,0
dmvflorida.org,0
connective.com.au,0
gbm7hyv65ej6x4.info,1
glamourpret.com,0
valdez.hr,0
scentfill.com,0
horl.com,0
skohr.cn,0
mcc-9.jp,0
j2ki7mh6cjz0y1ymc51.com,1
bilvhvb10jow6.net,1
medrevise.co.uk,0
sbtpg.com,0
topsolutionsmedia.com,0
widemall.cn,0
7gk0zkpzao8w7esj.info,1
gr8.jp,0
aoc69jc17q1w1.com,1
thestorycrest.com,0
hw1wf0n6jqr1qaiojt.com,1
yozz.cn,0
erling-christensen.dk,0
meilianxing.com,0
mxk63b4ssuyi.net,1
voice-technology.nl,0
jumia.com.tn,0
preview-beefreecontent.com,0
pagaturecibo.com,0
tkj39iqqf6f.com,1
232evm9pmujh9ea44.com,1
yx4has9di97ifb41q.com,1
mumkashoes.com,0
r8nsxj9qfworfu.biz,1
gup7s7cmlk9ej3cy.info,1
idy833hywq53m6v3m2.net,1
hakvhyvtksl29xkbfz.biz,1
pwc10ip28gzou1coqzf.org,1
caissealliance.com,0
4vgz10zoqgqr79.info,1
9yw7jbvvlfw403s7a.org,1
ehousingplus.com,0
tbqrmfetxsfh4.net,1
mondediplo.net,0
u3dxsvmm9prciczg.biz,1
reshalka5.ru,0
3ejcrtk3rfzownuic45.net,1
81a9qyxdu5k6stcpg9hh.net,1
19pvngdb3uodf.net,1
0n8a4wgs0xvob4z50yoz.info,1
lautaksara4d.com,0
ngfcu.us,0
j6majcyr36.org,1
i7ino9p6jrkyklxeb59.com,1
7qan9unyyhuu0tz.org,1
4nnmrhefq7xv0.com,1
hqx5n5foxft.biz,1
ha1uhb3dr2.com,1
ont5k7vijwdnj8kkp.biz,1
banknorwegian.no,0
9hieu2knvg0us7el.biz,1
3y6tujy6vtgv6p9.net,1
eazdxtvfoox.info,1
innovatingjustice.org,0
vpnqmfoitfc2g8.net,1
tidepool.org,0
c1435jfyertms2f.biz,1
podsqueeze.com,0
guespfbav243n9.net,1
smartcleanprox.com,0
barracudacentral.org,0
rxtywikfki.info,1
zzfm5ts9g0hwqvb6crg.com,1
bigstub.com,0
mega.bw,0
8fdxd0jcf3l2x6.com,1
oxfamitalia.org,0
2oovnlic0qwmiv5s6l.org,1
91service.in,0
efxyxwmbnkds1.com,1
x514mkcqhbmjiivd.com,1
express-bank.ru,0
bajabikes.eu,0
wr15ho4gwe0l9ou441.biz,1
miretic.com,0
chkttoxzqr4wb2ttj3.net,1
zq8wsi1lfdeaewnj3w.com,1
tdtu.uz,0
6ncar6n655h.org,1
hiscoxgroup.com,0
ker5zsiihcm7nq.org,1
chefstore.com,0
s2kzuizcc4ib.net,1
siamecohost.com,0
biyange.net,0
81wm8egkr0dgh.net,1
w9yaacxvrrwsbpp2nba.info,1
11z1q0w4eqzbc.com,1
xed4ame6kuoumf4pwyma.info,1
midaassets.com,0
mun6uieroe4v.biz,1
escolavirtual.pt,0
9dqvox3lh62xpnuo.com,1
clbthemes.com,0
u7cz978y960mmg.org,1
pvt0fvf1hc.net,1
hostinggreat.net,0
eversports.at,0
6g7pm1hng7908k0qg.com,1
reclin.ru,0
ccpanel.xyz,0
t6rv6sch23zezbi.net,1
unigis.com,0
fogv41iip4aaq90.net,1
eiasnzd7byf6fmv.biz,1
zs0m6ublr6lorofl6u.biz,1
c9zadagxyxs7ii.info,1
menghuanacg.cn,0
sxe75bajsijl7z.net,1
6ltlgdtetyqfdwl.biz,1
stormfashion.dk,0
e5oi0xui4fwqk.net,1
huyenthoaimu.info,0
rt8lxiqkg7tvepwx88e.info,1
jv9hdf5l4551e.org,1
fuelcyclecore.com,0
a9xnqesmcff70m.info,1
dgb22spb.ru,0
oneschoolglobal.com,0
todoti.com.br,0
udsigtsmarked.com,0
pe80q48bi7pqcygai1i.biz,1
westfax.com,0
rurukfusmk4ymm9xic.biz,1
mgbfxbwdjl.net,1
stmik-banjarbaru.ac.id,0
5fhfhfqm2a1nlf.com,1
h5qwnymhcufkjlka.com,1
ms01cfzl1fz.com,1
265aneduyc867djgju.org,1
onlinealcohol.in,0
dick56.org,0
9vqrl12ealqmx6wpm45.com,1
baos.tech,0
330qsifke56zn2wl3n.com,1
p7wc0m7yl9e17tb29r.info,1
sjovb303tfsjp.org,1
0l3tsmp1cawg.biz,1
harrogateadvertiser.co.uk,0
r384v2vlotn8l16ixvrz.biz,1
ylnkvalxkdk4.org,1
miraidns1.com,0
onlinebiller.com,0
akbrother.com,0
ekdmmbfa2u9c2.com,1
n3503wdyzk1b6s4h.com,1
9wtyosi936vlfp.org,1
easywalking.io,0
pug2ej8o1dlk0o5.org,1
rukodelki.com.ua,0
pgverse.vip,0
f3wzrbcoeb.info,1
c0erkwhcpurpble9z.biz,1
pasundanekspres.id,0
recetassinsecretos.com,0
batteriexperten.com,0
3shvledvbr84xx12k.biz,1
zoloz.com,0
az270bs5x5ble.org,1
fdgcos.com,0
arcelikcloud.com,0
1eb9nyuaq49zsm.biz,1
jemltoc93c7v69.org,1
notes.io,0
tatesbakeshop.com,0
4n6yeq2s1q77.org,1
erw6mvqnhssr5jy4.biz,1
banglacaption.blog,0
0kv0uu8fsrx56qpu.biz,1
ypfmhcroslar9.biz,1
mp5qi507tjfi.biz,1
zbqeg8hgtbaubz.biz,1
xpeedstudio.com,0
sszezniusubt5owyy2.biz,1
fu8993.com,0
vcrdzm0aiqlzge36ymii.net,1
fo4i16dj0g.com,1
tjzhaoyinlawyer.com,0
n8zmog4wg5zhdkmvsn7.net,1
9cag6ts44ockc555lh.info,1
cecgefuh3gar.info,1
dinsidescourier.com,0
ameede.com,0
8iycvdlshswv9mt.biz,1
xigcerjr1o6keu9t.biz,1
f9y7olj29c5y550.info,1
uuljynhxwalmfylqc34.biz,1
c039jp8128.info,0
8odbm4adrncrmeuopc3.biz,1
1221sys.ru,0
o76mo5yzsk033n1m6sc.biz,1
8599v2o79ge62.biz,1
hrmb2p547nl6.com,1
1fsbeol7dpl9iygx.info,1
3redh83tx8ghti6.info,1
4s0rxz5mgjqpjj.info,1
ijppan.pl,0
opedagoge.ru,0
qq850y8i3tlvq.info,1
host-junction.uk,0
zsperm.ru,0
ccrpagamentos.com.br,0
1qrjr6ndsus.info,1
qz8e4m1xjn.info,1
oaij5jlbps47.com,1
londondesigneroutlet.com,0
cbiz.com,0
nemtek.com,0
k1tmv07w6bmm7btb.org,1
80win65.com,0
vintagecalculators.com,0
crowdsourcer.io,0
ead.guru,0
h3ypocgnclgrhus.org,1
94d3jzejwn1r.com,1
jdhvpnbkyq.com,1
94649rx6x9l9xd8u.com,1
green101.cn,0
ghhkk.com.cn,0
casher.win,0
xyoj2frsdzoxkqm.biz,1
jon95qxtmgoq4hjrbg.biz,1
oai.com.br,0
unxc6kq45wf4u.org,1
l4imhesnjb14zvlr.com,1
tangerangnews.com,0
afjxclfexu0a.biz,1
rpzv.sk,0
hurley.com,0
gb64.com,0
sempoerna.store,0
yke2010tzvccmx.org,1
staatsschauspiel-dresden.de,0
skdpublicschool.com,0
xay5kyfw0n9e0o6pamgz.org,1
dww84vqo4hvo3o.com,1
ahridirectory.org,0
7pyxn3w466xiq5cgar3.net,1
terradns.org,0
gbplekbyfdgy.ru,0
chexun.com,0
cjsi8t4so9ar73gsm.org,1
rzsif7cxg3kf.org,1
1utuchc28u8892.net,1
zrrznz3ke7x.org,1
plgpj7mc4g3roh0s6hc3.org,1
hqxxx.video,0
ipzmarketing.com,0
5u4n1raq1cqi6ifn4ndx.net,1
qyxmuv94zkm.info,1
educacaonamao.com.br,0
dohost.biz,0
ght08a7alwdmmupxwj97.org,1
go2si.com,0
d9u9oq3rcizjkr.info,1
triplinkintl.com,0
1rxg6115xeovnnqvjh03.info,1
amz-aws.jp,0
rtb123.com,0
potions.cc,0
rre3n2p2q32gcgl104q.com,1
q99fncpyb6.biz,1
swzigwspt0lnbljntul0.org,1
yhmbh.cn,0
x1a1omdifc0a9q4tkbhd.info,1
omegajitu.uk,0
ybzw6hqpr0.com,1
1nkxu07atyehawfhdv.com,1
9q94b0kyz64oh.com,1
wideri.com,0
hotbizdirectory.com,0
3mr0sszfdrijf3t1jg.com,1
mozvr.com,0
blablacar.ru,0
7axib02598u15tcs.biz,1
ducksoup.cn,0
2gkvd0svjnb.org,1
pv18x4ue9ja93zt.biz,1
milu.com,0
afkl.biz,0
uj3c4jmvqs53t0.net,1
evocar.ua,0
prisonlegalnews.org,0
lgh1kikmz9zdord.org,1
j4demdvck7.net,1
truemedspharm.com,0
cb1yprudhsfwh.biz,1
j48xpxza1wz6.net,1
9thqo7b7fu96g6u.net,1
vohp48kbwn4b.com,1
33dqe6gbzrb0k1c4sr0.net,1
onyea.com.cn,0
8bet.co.sz,0
khykxemcrcb3.net,1
8xbetm7.com,0
aunix.net.au,0
volcanoh5game.com,0
magyarnemzet.hu,0
ce6ezpc026ex5nda.biz,1
sx4mfjq4vji0c080mz.info,1
6hunlu59wa0j7cm5h.info,1
080e0ug5akjhk.biz,1
upbebyrx0rt.org,1
bestprosintown.com,0
6kb8dn6tpehbdofgzs9n.biz,1
phtcbsi080ey.biz,1
2p8haal67t742m1foi4n.net,1
yk12lrncdpshqbulliu.com,1
ttycreo.it,0
dtxuling.com.cn,0
chemocare.com,0
sastasundar.com,0
baihuajiao.cn,0
cromantic.com,0
registresolicitants.cat,0
4ox4fj7cgxh0ijfq3ppe.com,1
lohhyxr7ake6p8u4.net,1
b7yhh3okh4.net,1
dj2z7l6t79ohcv.info,1
o2s5dhfbkjlk61iexf.com,1
socialbookmarkingwebsite.com,0
it02eyxlb8cbo.org,1
garrafeiranacional.com,0
virginexperiencedays.co.uk,0
truewerk.com,0
sg08.cn,0
rextester.com,0
viaplay.se,0
themomentum.co,0
sextube.rodeo,0
eventbrite.be,0
prnstz.one,0
q0tu8jebhwm3rr.net,1
s61m.com,0
voicethread.com,0
diplomis-o-vysshem-v-cherepovtse-35.ru,0
olsprod.com,0
webmastergc.ca,0
zorvian.com,0
thefurnish.ru,0
z5c8yk8beq2uemvkg.net,1
chatboxapp.ai,0
post.ch,0
2chbgcrw6ary.biz,1
chrono24.hk,0
cornerwonder.com,0
gv7r26m6y8xqjo2ou4q.net,1
collov.ai,0
x61p8sjfi6cx.biz,1
oayd8o31v0h0janlf63k.biz,1
5kysnn4hrp5e043.info,1
sgo2xcng3ak9sfx6.info,1
mx8qb6v7bzhkm5a09s2.info,1
sohoacupuncturecenter.com,0
r4dr15id8bebetkxxvf6.com,1
aim25.com,0
q88ky3l4w7q00o8zc4h3.org,1
coba8.com,0
1zs5m2qqi5xp5r3.net,1
cy15iw2wu8ts.com,1
ms3jjgc3bxu.info,1
v5bv0jy2888w79jaa.info,1
dzmanga.com,0
y6cjb6tdbwxzle.info,1
taiwantrip.com.tw,0
ai2live.com,0
gittens.info,0
6l1xqd5tvhj2peqd.com,1
4wm33uh9piu69yfk.net,1
vikvarna.com,0
fzjawcbuu2l63pl0h.com,1
onechurchsoftware.com,0
policemag.com,0
afvukfwrxhcsn.com,1
pvsvc.io,0
canodrom.barcelona,0
x7oaapqxahoh.biz,1
bawmzguxz2514pidf.com,1
kingdomtotox30.com,0
fortwine.ru,0
ss3vuoeoch82cj.org,1
pompasfunebresibiza.es,0
up6xbdz9s3zew0mpac.biz,1
i9466wk1heseidqne1q.com,1
3ftxnc7x19ubls9jq.org,1
kelloggs.com.au,0
parishotelsfr.com,0
youtube.be,0
1lsa1n9k8cz5gu8qay.info,1
softali.net,0
provence-alpes-cotedazur.com,0
zgdiandu.cn,0
5nveza2do014f129dni2.org,1
yburlan.ru,0
cnvhqearpaafs167.org,1
xev7ol3am6g.info,1
atfxgm9.cn,0
t23r18x7mc.info,1
fuzu.com,0
snb.it,0
tyyjylxs.cn,0
daishumamaw.com,0
dbbossss.services,0
hm459dvje49.org,1
mscmsuc6yx72.net,1
shukriya90.com,0
gonet.cz,0
xb6nnfi6j9n.net,1
xe4v4enghwwe.net,1
cqdft2nvoax.net,1
50f3s64kxuccnt37615o.com,1
3xwdxhmpe6aph.biz,1
aheadofthyme.com,0
0zc9klr1f9b.biz,1
3waiaeqie3.biz,1
ko3uretxlilu4v54tthf.info,1
k58y69x3g3vtrw.org,1
asc8w2wii18a.net,1
47mta2fbj592u.net,1
predictiveresponse.net,0
cityfrogs.it,0
jailpackstore.com,0
98ccxwpz8t2l4kfw.com,1
tey7hr4921ol.com,1
launchbox-app.com,0
thethriftshopper.com,0
gzqsfjy.cn,0
onjfjnhavopa1oaj.org,1
jbqr59am1ts65gpatj.biz,1
room-salon.jp,0
pz887.cn,0
perryprotech.com,0
jxotwo9704bbm9vi.biz,1
hdesigner.net,0
webclicks24.com,0
9704hroy6bqtzgyy.net,1
0l4rgd9cp3fr6nwat.net,1
delmarcargo.com,0
bwnetwork.us,0
jinchengsurgical.cn,0
rstudio.org,0
s16ajagubwjzpwl.net,1
decoratecidos.com.br,0
bmcjax.com,0
oikkws8f0sxks.org,1
chambres-hotes-aube-bleue.fr,0
d1n6a5cst42boy3f.info,1
6c5b4kpgai8gwdvi.com,1
kbkb.bet,0
lefu.men,0
zgmyd.cn,0
dafatoto.cloud,0
tridentecasino.com,0
vu62upxq14lx7.info,1
n9tkdhtvbe73f.org,1
1qms00gs4zmtfs7uost5.com,1
calirwizer.com,0
rrnao1toq4l.biz,1
yscunuefhd.com,1
oka2bat1mjfqi.com,1
2irp2p3ztt2.net,1
becel.com.br,0
pzm714ra7x.info,1
fema.gov,0
x61fmsas21l7u5to1odb.org,1
quanticoweb.com,0
5gw9i2ufba7yvpjbexg.biz,1
t1i8p6kttiacv5y.net,1
d7j1e53jy8.com,1
shconstruction.cn,0
apkmodjoy.io,0
i97u086fd8zqi.net,1
airforce163.cn,0
sdswsbjxh.org.cn,0
ispringcloud.com,0
8dpiozjlbm7ll62u1p3p.info,1
tradepayables.com,0
rekbil.com,0
9000000.co.il,0
qfqg8k6oxilo8.info,1
mangafreak.net,0
2jukftwldl4sop1.info,1
eqclassic.de,0
mbcrusher.com,0
exncwx2wcwzuwvwx.net,1
saksfifthavenue.com,0
1j4f4rb96ok26e41x9wf.biz,1
1h013ihdqqf.com,1
x8u6cji1jrmfv5jt.com,1
3csvmsuibrag17ea.org,1
xj8pesdm4ia.net,1
otgsy5p1dxot0tg.org,1
wzkjzxrat2p.info,1
u8dxqisj679awa.info,1
qb8062yzfumiksiz7c.info,1
prchost.com,0
9n4dg9f2pzxojp.net,1
evz0lfp2s88avw1sxhi9.org,1
scene-rush.pt,0
onemoney.in,0
hardstonepte.ltd,0
w8mi0nkaz7vp8nbclh.net,1
1ljk3v61cl9s.com,1
959b2hlhcnct4b83ep.org,1
e6s6t4aa6clzi.com,1
gtt32wwft4pch7n.org,1
4f8xp2bh9l.com,1
k9y4bzf3ci2m7r.net,1
8kyongpy15rq1du9rh1z.biz,1
alpsmountaineering.com,0
spacetimestudios.com,0
navitus.com,0
5ey0gbxa1mhv7x288f.net,1
nqvsm2d47laadb.org,1
cmogujarat.gov.in,0
s2174.cn,0
anonaddy.me,0
snd.gov.cn,0
txfvbrgp1d9d.info,1
wza3x7u2izz7bpe5i78.biz,1
spinthewheel.cc,0
brantsteele.com,0
faronics.com,0
cupidityconnect.com,0
qanu.com.tr,0
luesd.k12.ca.us,0
jvusbnyuftghf9.biz,1
landsbanki.is,0
czpswusnjkms.info,1
gknx7k1d62o4yolq.com,1
racfoundation.org,0
bfnq1unh2wmk.com,1
agriculture.institute,0
bukhgalter-x5group.com,0
processoagil.com,0
as-coa.org,0
vinda.com,0
tet1zxeio4ltytwkd.org,1
bblj403c2ci3f7sve3.biz,1
clubspark.uk,0
hhgm11vupg9oo2nr78na.info,1
happyexpat.es,0
oen4s33ln2fm.org,1
osport.ee,0
ek2yzolvvwrznzh30klb.com,1
pmxpi89xr8dffgystc32.org,1
lovelyharbor.com,0
qhub.com,0
vytocorwebsolutions.com,0
changjiang8.cn,0
ganr6m75o8f.com,1
ty0n6iope5o1z.info,1
hrpa.ca,0
iasgyan.in,0
mtt26xci8h97wt8lps1.com,1
gj3clxgszeux7hde1g.info,1
5kz3d9r037xqg7ont.net,1
subkade.ir,0
debate.com.uy,0
9hfgoq54mww4hzm.net,1
um.edu.mx,0
findyourlucky.com,0
7w6hbwkm5gu.com,1
8o8s5k6bxheku.com,1
nbovzk9u6ca5.net,1
parspack.co,0
lassana.com,0
gtat.cn,0
webullapp.com,0
453f7i190e0ly1bja.com,1
5tgvynwa89zd4.net,1
mybloom.ru,0
nhpevu1t5q5o1ne.biz,1
nshub1.com,0
79yfgho2m60t.info,1
zly163.top,0
muni-eg.com,0
sibgeomet.ru,0
3wvqx3od119x3p.org,1
39nytl06n3rqwxwsomiy.net,1
hgvrfp3ptzwhvkubhb1y.org,1
zia82202.com,0
k1mmg7m9wxb4n92.org,1
h13ow4yiq0nd.com,1
feedonomics.com,0
skaivision.net,0
0c60519p1c0x.com,1
qgv3utja45v8.net,1
23mj6lkpg9a50ks.info,1
ejxluauzilscfu.biz,1
vsalde.ru,0
onlineshop-helgoland.de,0
sendmail.com,0
71idjcnczazi.com,1
gametoptop.com,0
kwez.cn,0
bitiba.de,0
hj27ctmetng2.com,1
lave.live,0
huayu1.cn,0
netea654dqfjsz9bxu.com,1
upheads.no,0
8d2aw7edb57t1i5um73.info,1
bandana.pk,0
54x1ie4i561opi33xr.biz,1
q0esgfj26v35q920hxvw.com,1
checken-big.com,0
cepal.org,0
iiu9mx0wqm04d6x9xh.com,1
p54nn25gaiokwgd6a8y.info,1
augenoperationen.de,0
hr0pwju9y5hr47q8uc.com,1
wbznp.cn,0
casinohex.se,0
iy8j9cmdq4gq.com,1
128fqq4niwa.org,1
bodyshopbooster.com,0
nj0ev7upif0y.org,1
rzaa5a69oo17xvo8miux.com,1
zrelie.xyz,0
jmtfaof88a85.com,1
maikadaughters.com,0
love-room.de,0
strangervideochat.tv,0
vvidi04cuxx0.net,1
ciliz.com,0
electricfireplacesdirect.com,0
i7il48hufwowznf.org,1
har0ckx3pqw9c35.com,1
x5iowmiwix2p.net,1
kuchynelidlu.cz,0
jurmilo.my,0
9zd7svc8kveuzw3y.info,1
688wfpurjl.info,1
qk5wyb4a1ynny1tzh.org,1
z5himfx5b922ns4s2ih.com,1
sjc.edu.bz,0
persianmedia.co,0
pywfma1syr01mmmmb4.org,1
wencuiguan.com,0
flagman-notification.com,0
trlh0u14v2l.org,1
y9krdh1nw6xzbn.info,1
rustoleumcolours.co.uk,0
pyoravarikko.fi,0
bebrand.ru,0
1lfc0j80o4ebaz5vprym.org,1
5rxget2znve9.info,1
5zedda41cpt.net,1
newmitbbs.com,0
faz8vjbxf5wtd0mfjqk.net,1
globemw.com,0
guntrader.uk,0
jztro9syx4cais8ghg.biz,1
188bet-casino-reviews.com,0
jdsports-client-resources.co.uk,0
vfju0l9v1ft18c.biz,1
j1cjqfdsfamjkz97cv9l.com,1
cnrs.fr,0
xxiku.com,0
rajasthanssologin.com,0
ekyks8agolosgzfo6i7.info,1
myparts.car,0
loccitaneaubresil.com,0
sp5p4.com,0
6rmqp7kij2mxhjtmbsr.info,1
bombora.ru,0
gcrkws8hny2fv7v9q.info,1
pmdj3.cn,0
nzhs9g7nhd.com,1
ofrlwcc288vhg2.biz,1
rd5rgct0z3y87vfcv.net,1
msocdn.com,0
gau.org.ua,0
ad4z47cn1q3a0kxsu92.info,1
gx75x4sq1ch07aap.info,1
nicwa.org,0
sanxiajiu.cn,0
ql6ify2dj2yuxy6.org,1
ta9vpke5itrrvi0.org,1
gnuhkli75mdyyolh0s.org,1
awsdns-cn-56.cn,0
minhacienda.gov.co,0
quickholidayshopping.com,0
1oitoe1j2ow1l8z.info,1
z7cys79prpy33.org,1
billpossmusic.com,0
lonestarball.com,0
h4r6cmwts90s4i59.info,1
chatuchak.com,0
9gm.ru,0
intim24.eu,0
ua25tofzfckmpvv.info,1
tvlyx8yhwoq.info,1
qc4gtndrsoisgl.com,1
fragab.de,0
uvxwzxsypmvne3e882.com,1
qsfvkx554g4.org,1
233kipbynb.net,1
womensaid.org.uk,0
monevo.com,0
mahanhost.net,0
stroitelstvo-doma-1.ru,0
hikarie.jp,0
rc1h290u1nbwbcfx.com,1
serverdacontenidos.com,0
tonychachere.com,0
6jw2t7q2amr4sehky.org,1
manta.com,0
k0ectnopkvubbzspx.info,1
jjuujo2xicltfqe6t8sa.org,1
releva.ai,0
geneontology.org,0
zfqk.cn,0
t1b997hsp2i5h0n7.com,1
51daoguan.cn,0
whatsoftware.com,0
mrmine.com,0
radiofermouno.it,0
hayeon.net,0
pzrvqm6trju1.net,1
vdt6pfcizqghkbd7aqg.info,1
kwtlad81wy8.biz,1
y65z2zo5oj.net,1
callcreditgroup.com,0
groupe-ugecam.fr,0
r8jej6qv9gwjq8.biz,1
w57dq8qt00mta4cqb.net,1
yingshidq.com.cn,0
qrall.co,0
jz7l4csprh40x.org,1
brandsmartusa.com,0
7qebk2ebfs.net,1
illumina.cc,0
parentingleader.com,0
johnson.co.th,0
ht1d41vj9ie4fn7x3p.com,1
voltecautomacao.com.br,0
sgcg6gkj12pkzy.net,1
jzpugxmcuu.com,1
zwprhq517op8anh.net,1
cyclinguphill.com,0
ns7wxrt1sg.com,1
84ew9ryxo4m3h.org,1
fitspresso-reviews.shop,0
novamakedonija.com.mk,0
a4163x5wdn.biz,1
vv2j4cuch22qjr.com,1
35jhpx37jkdadz4.org,1
8v5mo917adh4a5pxdb67.net,1
dzvin.media,0
adeta.ru,0
mgsl2x.com,0
7cnhjhd66p.biz,1
lz3bf2kopxr923hou.net,1
qhvz06c7qe170hgz3p.org,1
hopescholarshipwv.com,0
fadb1vbd60kh5qfm3f.biz,1
uzbgnvht2l95eqmd99.biz,1
srau1ah1u30r.org,1
oj172x7didjw8.com,1
xa17ehqg0u.biz,1
hiuc18oivz3b677x.org,1
everychina.com,0
7mj7fspiwrodi.biz,1
searchquestuk.com,0
regplates.com,0
mb2yif3wx6u8gl.net,1
luna-ria.jp,0
